,,,,,,,,,Standard,,,,,,,,,,,,Expected,,,,,,-additional
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Matches,-9999
1937,William Saliba,fr FRA,DF,Arsenal,eng Premier League,21-250,2001,13.8,2,3,2,66.7,0.22,0.14,0.67,1.00,12.5,0,0,0,0.3,0.3,0.11,+1.7,+1.7,Matches,972aeb2a
1938,Mohammed Salisu,gh GHA,DF,Southampton,eng Premier League,23-226,1999,14.0,0,8,1,12.5,0.57,0.07,0.00,0.00,11.7,0,0,0,0.7,0.7,0.09,-0.7,-0.7,Matches,0b33f6ad
1939,Roland Sallai,hu HUN,MFFW,Freiburg,de Bundesliga,25-191,1997,4.2,0,15,3,20.0,3.59,0.72,0.00,0.00,17.4,0,0,0,1.2,1.2,0.08,-1.2,-1.2,Matches,bf075f6b
1940,Yoann Salmier,gf GUF,DF,Troyes,fr Ligue 1,30-008,1992,11.9,1,8,2,25.0,0.67,0.17,0.13,0.50,16.2,0,0,0,1.0,1.0,0.12,0.0,0.0,Matches,c3725db2
1941,Salvi,es ESP,FWMF,Rayo Vallecano,es La Liga,31-244,1991,2.9,0,2,2,100.0,0.68,0.68,0.00,0.00,16.1,0,0,0,0.1,0.1,0.07,-0.1,-0.1,Matches,405f267a
1942,Lazar Samardzic,de GER,MF,Udinese,it Serie A,20-278,2002,5.9,3,15,6,40.0,2.56,1.02,0.20,0.50,23.0,1,0,0,0.8,0.8,0.06,+2.2,+2.2,Matches,217c93a1
1943,Diadie Samassékou,ml MLI,MFFW,Hoffenheim,de Bundesliga,26-322,1996,0.4,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,08593525
1944,Mama Samba Baldé,gw GNB,FW,Troyes,fr Ligue 1,27-023,1995,13.4,7,43,15,34.9,3.21,1.12,0.16,0.47,17.1,0,0,0,5.1,5.1,0.12,+1.9,+1.9,Matches,fb14aa28
1945,Brice Samba,cg CGO,GK,Lens,fr Ligue 1,28-218,1994,15.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,60d90c55
1946,Albert Sambi Lokonga,be BEL,MF,Arsenal,eng Premier League,23-038,1999,2.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,1b4f1169
1947,Junior Sambia,fr FRA,DFMF,Salernitana,it Serie A,26-083,1996,0.6,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,24eb7ed6
1948,Samuel,br BRA,FWMF,Valencia,es La Liga,22-341,1999,13.5,2,38,16,42.1,2.81,1.19,0.05,0.13,17.4,0,0,0,2.4,2.4,0.06,-0.4,-0.4,Matches,2a295d33
1949,Fede San Emeterio,es ESP,MF,Cádiz,es La Liga,25-258,1997,8.8,0,3,0,0.0,0.34,0.00,0.00,,17.5,0,0,0,0.1,0.1,0.05,-0.1,-0.1,Matches,efecd633
1950,Antonio Sanabria,py PAR,FW,Torino,it Serie A,26-270,1996,7.5,2,17,6,35.3,2.25,0.80,0.12,0.33,12.7,0,0,0,2.3,2.3,0.13,-0.3,-0.3,Matches,0a447501
1951,Leandro Sanca,pt POR,FWMF,Spezia,it Serie A,22-329,2000,0.3,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,4295f19c
1952,Oihan Sancet,es ESP,MF,Athletic Club,es La Liga,22-218,2000,10.4,3,16,3,18.8,1.54,0.29,0.13,0.67,19.1,0,1,1,2.2,1.4,0.09,+0.8,+0.6,Matches,bdb624a3
1953,Renato Sanches,pt POR,MF,Paris S-G,fr Ligue 1,25-103,1997,3.6,2,6,4,66.7,1.68,1.12,0.33,0.50,15.2,0,0,0,0.6,0.6,0.11,+1.4,+1.4,Matches,032f894e
1954,Alexis Sánchez,cl CHI,FW,Marseille,fr Ligue 1,33-345,1988,9.5,5,22,9,40.9,2.32,0.95,0.23,0.56,13.9,1,0,1,4.4,3.6,0.17,+0.6,+1.4,Matches,2c0f8e9e
1955,Antonio Sánchez,es ESP,MF,Mallorca,es La Liga,25-332,1997,6.4,0,9,4,44.4,1.40,0.62,0.00,0.00,23.1,0,0,0,0.4,0.4,0.05,-0.4,-0.4,Matches,a254bbe0
1956,Davinson Sánchez,co COL,DF,Tottenham,eng Premier League,26-170,1996,5.9,0,3,1,33.3,0.51,0.17,0.00,0.00,7.4,0,0,0,0.3,0.3,0.10,-0.3,-0.3,Matches,da7b447d
1957,Iván Sánchez,es ESP,FWMF,Valladolid,es La Liga,30-067,1992,6.2,0,9,4,44.4,1.46,0.65,0.00,0.00,23.4,0,0,0,0.5,0.5,0.05,-0.5,-0.5,Matches,70107d4d
1958,Javi Sánchez,es ESP,DF,Valladolid,es La Liga,25-260,1997,11.1,1,5,1,20.0,0.45,0.09,0.20,1.00,17.3,1,0,0,0.5,0.5,0.10,+0.5,+0.5,Matches,60359288
1959,Manuel Sánchez,es ESP,DF,Osasuna,es La Liga,22-097,2000,5.2,0,4,0,0.0,0.77,0.00,0.00,,19.3,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches,ffacd3d5
1960,Robert Sánchez,es ESP,GK,Brighton,eng Premier League,25-011,1997,14.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,6a713852
1961,Jadon Sancho,eng ENG,FW,Manchester Utd,eng Premier League,22-249,2000,7.9,2,7,4,57.1,0.88,0.50,0.29,0.50,15.6,0,0,0,1.6,1.6,0.23,+0.4,+0.4,Matches,dbf053da
1962,Alex Sandro,br BRA,DF,Juventus,it Serie A,31-307,1991,8.7,0,3,0,0.0,0.35,0.00,0.00,,25.2,0,0,0,0.1,0.1,0.04,-0.1,-0.1,Matches,0d82903c
1963,Leroy Sané,de GER,MFFW,Bayern Munich,de Bundesliga,26-322,1996,9.3,5,40,17,42.5,4.29,1.82,0.13,0.29,19.7,3,0,0,3.8,3.8,0.10,+1.2,+1.2,Matches,2b114be3
1964,Sidi Sané,de GER,FW,Schalke 04,de Bundesliga,19-222,2003,0.3,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,6a52a6c6
1965,Morgan Sanson,fr FRA,MF,Aston Villa,eng Premier League,28-103,1994,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,6e7f1353
1966,Nicola Sansone,it ITA,FW,Bologna,it Serie A,31-080,1991,2.7,0,10,2,20.0,3.64,0.73,0.00,0.00,21.2,1,0,0,0.8,0.8,0.08,-0.8,-0.8,Matches,7eb97a8e
1967,Baptiste Santamaria,fr FRA,MF,Rennes,fr Ligue 1,27-265,1995,6.1,1,7,5,71.4,1.14,0.82,0.14,0.20,19.9,0,0,0,0.4,0.4,0.06,+0.6,+0.6,Matches,5e22e2a4
1968,Riccardo Saponara,it ITA,FWMF,Fiorentina,it Serie A,30-343,1991,5.0,0,13,4,30.8,2.60,0.80,0.00,0.00,21.2,0,0,0,0.7,0.7,0.05,-0.7,-0.7,Matches,3bb7af3b
1969,Pablo Sarabia,es ESP,FWMF,Paris S-G,fr Ligue 1,30-202,1992,3.5,0,3,0,0.0,0.85,0.00,0.00,,14.8,0,0,0,0.3,0.3,0.11,-0.3,-0.3,Matches,9744ff80
1970,Muhammed Saracevic Cham,at AUT,MF,Clermont Foot,fr Ligue 1,22-064,2000,9.6,3,18,6,33.3,1.87,0.62,0.17,0.50,20.6,1,0,0,1.4,1.4,0.08,+1.6,+1.6,Matches,f527a32c
1971,Jeremy Sarmiento,ec ECU,MFFW,Brighton,eng Premier League,20-166,2002,0.1,0,1,0,0.0,11.25,0.00,0.00,,19.3,0,0,0,0.0,0.0,0.04,0.0,0.0,Matches,ac0d576d
1972,Malang Sarr,fr FRA,DF,Monaco,fr Ligue 1,23-310,1999,2.7,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,4315f30d
1973,Martin Satriano,uy URU,FW,Empoli,it Serie A,21-282,2001,9.7,1,22,7,31.8,2.28,0.72,0.05,0.14,17.1,0,0,0,2.2,2.2,0.10,-1.2,-1.2,Matches,86383d0e
1974,Téji Savanier,fr FRA,MF,Montpellier,fr Ligue 1,30-342,1991,11.3,4,23,7,30.4,2.03,0.62,0.09,0.29,28.4,5,2,2,2.5,1.0,0.04,+1.5,+1.0,Matches,6bde367b
1975,Esteban Saveljich,me MNE,FW,Rayo Vallecano,es La Liga,31-193,1991,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,79f2a5f5
1976,Stefan Savić,me MNE,DF,Atlético Madrid,es La Liga,31-325,1991,9.8,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,f6ac68c1
1977,Joe Scally,us USA,DF,M'Gladbach,de Bundesliga,19-333,2002,14.4,0,4,1,25.0,0.28,0.07,0.00,0.00,14.0,0,0,0,0.4,0.4,0.10,-0.4,-0.4,Matches,236f02cd
1978,Giorgio Scalvini,it ITA,DFMF,Atalanta,it Serie A,18-353,2003,7.2,1,4,3,75.0,0.56,0.42,0.25,0.33,13.4,0,0,0,0.4,0.4,0.11,+0.6,+0.6,Matches,1e9aa637
1979,Gianluca Scamacca,it ITA,FW,West Ham,eng Premier League,23-332,1999,8.4,2,25,7,28.0,2.98,0.83,0.08,0.29,18.0,1,0,0,2.1,2.1,0.08,-0.1,-0.1,Matches,8790f988
1980,Kevin Schade,de GER,FWMF,Freiburg,de Bundesliga,21-002,2001,2.0,1,4,1,25.0,1.98,0.49,0.25,1.00,15.0,0,0,0,0.2,0.2,0.06,+0.8,+0.8,Matches,52afb588
1981,András Schäfer,hu HUN,MF,Union Berlin,de Bundesliga,23-230,1999,7.8,0,6,1,16.7,0.77,0.13,0.00,0.00,22.6,0,0,0,0.4,0.4,0.07,-0.4,-0.4,Matches,049751d7
1982,Fabian Schär,ch SUI,DF,Newcastle Utd,eng Premier League,30-344,1991,13.8,1,16,7,43.8,1.16,0.51,0.06,0.14,18.4,1,0,0,0.9,0.9,0.06,+0.1,+0.1,Matches,c8aa95da
1983,Derry Scherhant,de GER,FW,Hertha BSC,de Bundesliga,20-019,2002,0.4,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,93cba339
1984,Patrik Schick,cz CZE,FW,Leverkusen,de Bundesliga,26-309,1996,9.5,2,28,12,42.9,2.94,1.26,0.07,0.17,13.7,1,0,0,3.9,3.9,0.14,-1.9,-1.9,Matches,5d4f7d61
1985,Kingsley Schindler,de GER,DFMF,Köln,de Bundesliga,29-140,1993,5.4,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,bd527260
1986,Xaver Schlager,at AUT,MF,RB Leipzig,de Bundesliga,25-062,1997,9.2,1,4,1,25.0,0.43,0.11,0.25,1.00,23.0,0,0,0,0.2,0.2,0.06,+0.8,+0.8,Matches,8f056768
1987,Keven Schlotterbeck,de GER,DF,Freiburg,de Bundesliga,25-215,1997,0.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,f6bdc830
1988,Nico Schlotterbeck,de GER,DF,Dortmund,de Bundesliga,22-363,1999,14.3,1,7,2,28.6,0.49,0.14,0.14,0.50,18.1,0,0,0,0.4,0.4,0.05,+0.6,+0.6,Matches,34e12499
1989,Jeffrey Schlupp,gh GHA,MF,Crystal Palace,eng Premier League,29-341,1992,12.2,0,12,3,25.0,0.99,0.25,0.00,0.00,18.7,0,0,0,1.0,1.0,0.08,-1.0,-1.0,Matches,3312f911
1990,Kasper Schmeichel,dk DEN,GK,Nice,fr Ligue 1,36-024,1986,13.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,53af52f3
1991,Romano Schmid,at AUT,MF,Werder Bremen,de Bundesliga,22-306,2000,10.4,0,9,0,0.0,0.87,0.00,0.00,,26.7,0,0,0,0.4,0.4,0.05,-0.4,-0.4,Matches,220ace7e
1992,Niklas Schmidt,de GER,MF,Werder Bremen,de Bundesliga,24-273,1998,2.3,1,5,3,60.0,2.18,1.31,0.20,0.33,16.5,1,0,0,0.5,0.5,0.10,+0.5,+0.5,Matches,b9ae8560
1993,Benno Schmitz,de GER,DF,Köln,de Bundesliga,28-012,1994,11.5,1,4,1,25.0,0.35,0.09,0.25,1.00,16.2,0,0,0,0.1,0.1,0.04,+0.9,+0.9,Matches,ad00b1a8
1994,Jerdy Schouten,nl NED,MF,Bologna,it Serie A,25-321,1997,9.5,0,2,0,0.0,0.21,0.00,0.00,,27.2,0,0,0,0.0,0.0,0.02,0.0,0.0,Matches,2cfae697
1995,Perr Schuurs,nl NED,DF,Torino,it Serie A,23-003,1999,7.8,0,2,1,50.0,0.26,0.13,0.00,0.00,12.2,0,0,0,0.1,0.1,0.07,-0.1,-0.1,Matches,e613313c
1996,Marvin Schwäbe,de GER,GK,Köln,de Bundesliga,27-218,1995,15.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,87436846
1997,Alexander Schwolow,de GER,GK,Schalke 04,de Bundesliga,30-180,1992,15.0,0,1,0,0.0,0.07,0.00,0.00,,5.5,0,0,0,0.1,0.1,0.08,-0.1,-0.1,Matches,0d55d942
1998,Demba Seck,sn SEN,MFFW,Torino,it Serie A,21-292,2001,2.5,0,5,2,40.0,2.02,0.81,0.00,0.00,18.5,0,0,0,0.2,0.2,0.05,-0.2,-0.2,Matches,16463a79
1999,Jacopo Segre,it ITA,DF,Torino,it Serie A,25-285,1997,0.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,3cb132e6
2000,Paul Seguin,de GER,MF,Union Berlin,de Bundesliga,27-245,1995,2.9,0,2,0,0.0,0.69,0.00,0.00,,25.8,0,0,0,0.1,0.1,0.04,-0.1,-0.1,Matches,8872ed17
2001,Alidu Seidu,gh GHA,DF,Clermont Foot,fr Ligue 1,22-178,2000,13.5,0,4,1,25.0,0.30,0.07,0.00,0.00,29.0,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches,cea59f02
2002,Davie Selke,de GER,FW,Hertha BSC,de Bundesliga,27-313,1995,3.1,1,5,3,60.0,1.60,0.96,0.00,0.00,17.6,0,1,1,1.2,0.4,0.08,-0.2,-0.4,Matches,1238a3f9
2003,Matz Sels,be BEL,GK,Strasbourg,fr Ligue 1,30-276,1992,15.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,834b5c4c
2004,Nélson Semedo,pt POR,DF,Wolves,eng Premier League,29-013,1993,7.5,0,1,0,0.0,0.13,0.00,0.00,,22.3,0,0,0,0.0,0.0,0.05,0.0,0.0,Matches,d04b94db
2005,Marvin Senaya,tg TOG,DF,Strasbourg,fr Ligue 1,21-305,2001,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,1d383c10
2006,Marcos Senesi,ar ARG,DF,Bournemouth,eng Premier League,25-203,1997,10.4,0,1,0,0.0,0.10,0.00,0.00,,8.9,0,0,0,0.1,0.1,0.14,-0.1,-0.1,Matches,35141f4c
2007,Stefano Sensi,it ITA,MF,Monza,it Serie A,27-116,1995,10.4,2,13,6,46.2,1.25,0.58,0.15,0.33,26.5,2,0,0,0.7,0.7,0.05,+1.3,+1.3,Matches,b70bde8f
2008,Jaime Seoane,es ESP,MF,Getafe,es La Liga,25-311,1997,3.0,0,1,0,0.0,0.33,0.00,0.00,,28.2,0,0,0,0.0,0.0,0.02,0.0,0.0,Matches,a62b4888
2009,Luigi Sepe,it ITA,GK,Salernitana,it Serie A,31-205,1991,15.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,343f753a
2010,Suat Serdar,de GER,MF,Hertha BSC,de Bundesliga,25-232,1997,10.7,3,12,4,33.3,1.12,0.37,0.25,0.75,18.9,0,0,0,1.2,1.2,0.10,+1.8,+1.8,Matches,b3325a30
2011,Leonardo Sernicola,it ITA,DF,Cremonese,it Serie A,25-122,1997,10.1,1,13,3,23.1,1.29,0.30,0.08,0.33,17.0,0,0,0,0.8,0.8,0.07,+0.2,+0.2,Matches,dd7febd8
2012,Ryan Sessegnon,eng ENG,DF,Tottenham,eng Premier League,22-195,2000,7.4,2,16,5,31.3,2.18,0.68,0.13,0.40,15.1,0,0,0,1.4,1.4,0.09,+0.6,+0.6,Matches,6aa3e78b
2013,Stephan El Shaarawy,it ITA,DFMF,Roma,it Serie A,30-033,1992,3.8,1,9,5,55.6,2.35,1.30,0.11,0.20,17.3,0,0,0,1.7,1.7,0.19,-0.7,-0.7,Matches,d3aaad90
2014,Luke Shaw,eng ENG,DF,Manchester Utd,eng Premier League,27-140,1995,8.7,0,4,2,50.0,0.46,0.23,0.00,0.00,18.2,0,0,0,0.2,0.2,0.05,-0.2,-0.2,Matches,9c94165b
2015,Jonjo Shelvey,eng ENG,MF,Newcastle Utd,eng Premier League,30-275,1992,0.4,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,3727dd3c
2016,Eldor Shomurodov,uz UZB,FW,Roma,it Serie A,27-153,1995,1.3,0,6,3,50.0,4.54,2.27,0.00,0.00,19.8,0,0,0,0.6,0.6,0.10,-0.6,-0.6,Matches,57469b2d
2017,Kiliann Sildillia,fr FRA,DF,Freiburg,de Bundesliga,20-197,2002,12.9,0,6,0,0.0,0.47,0.00,0.00,,18.8,0,0,0,0.5,0.5,0.08,-0.5,-0.5,Matches,313254a3
2018,André Silva,pt POR,FW,RB Leipzig,de Bundesliga,27-023,1995,8.8,2,26,10,38.5,2.94,1.13,0.08,0.20,14.1,0,0,0,3.3,3.3,0.13,-1.3,-1.3,Matches,3effaa34
2019,Bernardo Silva,pt POR,MFFW,Manchester City,eng Premier League,28-111,1994,11.9,2,14,4,28.6,1.18,0.34,0.14,0.50,17.5,0,0,0,1.3,1.3,0.09,+0.7,+0.7,Matches,3eb22ec9
2020,Caio Henrique Oliveira Silva,br BRA,DF,Monaco,fr Ligue 1,25-121,1997,12.1,1,7,5,71.4,0.58,0.41,0.14,0.20,24.6,2,0,0,0.4,0.4,0.05,+0.6,+0.6,Matches,30af8b93
2021,David Silva,es ESP,MF,Real Sociedad,es La Liga,36-325,1986,9.1,0,12,7,58.3,1.32,0.77,0.00,0.00,14.8,0,0,0,1.5,1.5,0.13,-1.5,-1.5,Matches,e2716bd0
2022,Rui Silva,pt POR,GK,Betis,es La Liga,28-295,1994,12.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,ea83bfa6
2023,Thiago Silva,br BRA,DF,Chelsea,eng Premier League,38-068,1984,11.9,0,6,0,0.0,0.50,0.00,0.00,,13.8,0,0,0,0.5,0.5,0.08,-0.5,-0.5,Matches,86e7deaf
2024,Marco Silvestri,it ITA,GK,Udinese,it Serie A,31-272,1991,15.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,0d422df7
2025,Abdallah Sima,sn SEN,FW,Angers,fr Ligue 1,21-165,2001,6.2,0,8,2,25.0,1.30,0.32,0.00,0.00,12.9,0,0,0,1.1,1.1,0.14,-1.1,-1.1,Matches,fdbde523
2026,Mohamed Simakan,fr FRA,DF,RB Leipzig,de Bundesliga,22-210,2000,7.4,1,7,2,28.6,0.94,0.27,0.14,0.50,13.7,0,0,0,1.0,1.0,0.15,0.0,0.0,Matches,fcb27134
2027,Giovanni Simeone,ar ARG,FW,Napoli,it Serie A,27-147,1995,1.6,2,4,3,75.0,2.43,1.82,0.50,0.67,15.5,0,0,0,0.4,0.4,0.11,+1.6,+1.6,Matches,343c0d52
2028,Eduardo Simões,pt POR,DF,Hoffenheim,de Bundesliga,20-272,2002,1.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,7ec723b7
2029,Moses Simon,ng NGA,FWMF,Nantes,fr Ligue 1,27-140,1995,12.2,5,18,6,33.3,1.48,0.49,0.22,0.67,18.6,1,1,1,3.6,2.6,0.15,+1.4,+1.4,Matches,5f3eaaf5
2030,Unai Simón,es ESP,GK,Athletic Club,es La Liga,25-171,1997,14.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,5dcf3e90
2031,Lassine Sinayoko,ml MLI,MFFW,Auxerre,fr Ligue 1,22-356,1999,9.6,0,22,2,9.1,2.30,0.21,0.00,0.00,18.3,0,0,0,1.8,1.8,0.08,-1.8,-1.8,Matches,5e5249c8
2032,Wilfried Singo,ci CIV,DF,Torino,it Serie A,21-339,2000,8.3,0,8,1,12.5,0.96,0.12,0.00,0.00,13.9,0,0,0,0.5,0.5,0.07,-0.5,-0.5,Matches,8b609c34
2033,Luis Sinisterra,co COL,FW,Leeds United,eng Premier League,23-165,1999,5.0,2,10,3,30.0,1.99,0.60,0.20,0.67,19.7,0,0,0,1.5,1.5,0.15,+0.5,+0.5,Matches,8e16dd48
2034,Daley Sinkgraven,nl NED,DFFW,Leverkusen,de Bundesliga,27-148,1995,2.0,0,3,1,33.3,1.53,0.51,0.00,0.00,18.9,0,0,0,0.1,0.1,0.04,-0.1,-0.1,Matches,73000a79
2035,Tobias Sippel,de GER,GK,M'Gladbach,de Bundesliga,34-252,1988,3.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,0d8a37c2
2036,Hugo Siquet,be BEL,DF,Freiburg,de Bundesliga,20-143,2002,0.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,c6cf860f
2037,Ibrahima Sissoko,fr FRA,MF,Strasbourg,fr Ligue 1,25-033,1997,2.5,0,4,0,0.0,1.60,0.00,0.00,,14.7,0,0,0,0.2,0.2,0.04,-0.2,-0.2,Matches,0f8418aa
2038,Moussa Sissoko,fr FRA,MF,Nantes,fr Ligue 1,33-105,1989,7.8,1,7,1,14.3,0.90,0.13,0.14,1.00,12.6,0,0,0,1.1,1.1,0.16,-0.1,-0.1,Matches,2acd49b9
2039,Tim Skarke,de GER,DFMF,Union Berlin,de Bundesliga,26-083,1996,0.6,0,4,2,50.0,6.79,3.40,0.00,0.00,22.6,0,0,0,0.2,0.2,0.06,-0.2,-0.2,Matches,65857fdf
2040,Ellyes Skhiri,tn TUN,MF,Köln,de Bundesliga,27-203,1995,14.0,0,15,1,6.7,1.07,0.07,0.00,0.00,16.4,0,0,0,1.6,1.6,0.11,-1.6,-1.6,Matches,c2211709
2041,Oliver Skipp,eng ENG,MF,Tottenham,eng Premier League,22-074,2000,1.4,0,1,1,100.0,0.69,0.69,0.00,0.00,12.6,0,0,0,0.1,0.1,0.06,-0.1,-0.1,Matches,6250083a
2042,Leo Skiri Østigård,no NOR,DF,Napoli,it Serie A,23-001,1999,2.4,0,2,0,0.0,0.82,0.00,0.00,,26.6,0,0,0,0.0,0.0,0.01,0.0,0.0,Matches,b35a7399
2043,Łukasz Skorupski,pl POL,GK,Bologna,it Serie A,31-208,1991,15.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,ab4449d6
2044,Robert Skov,dk DEN,DF,Hoffenheim,de Bundesliga,26-193,1996,10.4,3,29,7,24.1,2.79,0.67,0.03,0.14,22.3,6,2,2,3.0,1.4,0.05,0.0,-0.4,Matches,ff98492b
2045,Milan Škriniar,sk SVK,DF,Inter,it Serie A,27-291,1995,14.2,0,7,2,28.6,0.49,0.14,0.00,0.00,12.3,0,0,0,0.7,0.7,0.09,-0.7,-0.7,Matches,30f5ffa9
2046,Islam Slimani,dz ALG,FW,Brest,fr Ligue 1,34-164,1988,9.2,1,12,2,16.7,1.30,0.22,0.08,0.50,12.9,0,0,1,2.4,1.6,0.13,-1.4,-0.6,Matches,ffec9769
2047,Chris Smalling,eng ENG,DF,Roma,it Serie A,33-007,1989,14.7,3,9,3,33.3,0.61,0.20,0.33,1.00,6.6,0,0,0,1.1,1.1,0.12,+1.9,+1.9,Matches,b6964eb6
2048,Adam Smith,eng ENG,DF,Bournemouth,eng Premier League,31-214,1991,14.5,0,3,1,33.3,0.21,0.07,0.00,0.00,12.5,0,0,0,0.4,0.4,0.13,-0.4,-0.4,Matches,20b104bc
2049,Emile Smith Rowe,eng ENG,MFFW,Arsenal,eng Premier League,22-124,2000,0.6,0,2,1,50.0,3.53,1.76,0.00,0.00,17.5,0,0,0,0.1,0.1,0.05,-0.1,-0.1,Matches,17695062
2050,Hrvoje Smolčić,hr CRO,DFMF,Eint Frankfurt,de Bundesliga,22-104,2000,1.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,c967f6b8
2051,Cédric Soares,pt POR,DF,Arsenal,eng Premier League,31-090,1991,0.3,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,839c14e1
2052,Danilo Soares,br BRA,DF,Bochum,de Bundesliga,31-031,1991,9.2,0,1,0,0.0,0.11,0.00,0.00,,28.2,0,0,0,0.0,0.0,0.02,0.0,0.0,Matches,c05f2f8c
2053,Rubén Sobrino,es ESP,MFFW,Cádiz,es La Liga,30-181,1992,8.9,1,13,7,53.8,1.46,0.79,0.08,0.14,12.1,0,0,0,1.8,1.8,0.14,-0.8,-0.8,Matches,19b776e9
2054,Alex Sola,es ESP,DF,Real Sociedad,es La Liga,23-173,1999,3.1,0,4,1,25.0,1.31,0.33,0.00,0.00,26.4,0,0,0,0.1,0.1,0.02,-0.1,-0.1,Matches,5fa714d5
2055,Dominic Solanke,eng ENG,FWMF,Bournemouth,eng Premier League,25-076,1997,11.9,3,25,12,48.0,2.10,1.01,0.12,0.25,14.5,0,0,0,2.4,2.4,0.10,+0.6,+0.6,Matches,e77dc3b2
2056,Augusto Solari,ar ARG,MFFW,Celta Vigo,es La Liga,30-330,1992,2.1,0,1,0,0.0,0.48,0.00,0.00,,20.2,0,0,0,0.1,0.1,0.07,-0.1,-0.1,Matches,3ca6106c
2057,Nikola Soldo,hr CRO,DF,Köln,de Bundesliga,21-308,2001,4.6,0,6,0,0.0,1.31,0.00,0.00,,15.2,0,0,0,0.6,0.6,0.11,-0.6,-0.6,Matches,4f627629
2058,Carlos Soler,es ESP,MF,Valencia,es La Liga,25-331,1997,2.7,1,4,1,25.0,1.49,0.37,0.00,0.00,30.0,3,1,1,0.9,0.2,0.04,+0.1,-0.2,Matches,fed17f5a
2059,Carlos Soler,es ESP,MF,Paris S-G,fr Ligue 1,25-331,1997,3.2,2,3,2,66.7,0.95,0.63,0.67,1.00,8.3,0,0,0,0.9,0.9,0.29,+1.1,+1.1,Matches,fed17f5a
2060,François-Joseph Sollacaro,fr FRA,GK,Ajaccio,fr Ligue 1,28-253,1994,1.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,f19f32b1
2061,Manor Solomon,il ISR,FW,Fulham,eng Premier League,23-128,1999,0.3,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,886f9aac
2062,Yann Sommer,ch SUI,GK,M'Gladbach,de Bundesliga,33-347,1988,10.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,420c18a1
2063,Brandon Soppy,fr FRA,DF,Udinese,it Serie A,20-281,2002,1.0,0,2,1,50.0,2.00,1.00,0.00,0.00,18.5,0,0,0,0.1,0.1,0.04,-0.1,-0.1,Matches,28f66c2e
